Pathway	ERR1960500	ERR1960501	ERR1960503	ERR1960504	ERR1960505	ERR1960506	ERR1960507	ERR1960508	ERR1960509	ERR1960510	ERR1960511	ERR1960512	ERR1960513	ERR1960515	ERR3078909	ERR3078910	ERR3078911	ERR3078912	ERR3078913	ERR3890090	ERR3890091	ERR3890092	ERR3890093	ERR3890094	ERR3890095	ERR3890096	ERR3890097	ERR3890098	ERR3890099	ERR3890100	ERR3890102	ERR3890103	ERR3890104	ERR3890105	ERR3890106	ERR3890107	ERR3890108	ERR3890109	ERR3890110	ERR3890111	ERR3890112	SRR12277191	SRR12277192	SRR12277193	SRR12277194	SRR12277195	SRR12277196	SRR12277197	SRR12277198	SRR12277199	SRR12277200	SRR12277201	SRR12277202	SRR13106729	SRR13106730	SRR13106731	SRR13106732	SRR13106733	SRR13106734	SRR13106735	SRR13106736	SRR13106737	SRR13106738	SRR13106739	SRR13106740
PWY66-388: ceramide degradation by &alpha;-oxidation|unclassified	0	0	0	2.51E-06	8.26E-07	0	0	0	0	1.37E-06	0	5.67E-07	0	2.11E-06	0	0	0	0	0	0	1.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	0	1.50E-05	2.00E-05	4.00E-05	5.73E-05	1.31E-05	2.08E-06	3.64E-05	1.14E-05	4.02E-05	1.86E-05	4.00E-05	2.34E-05	3.04E-05	1.67E-05	2.35E-05	3.28E-05	1.00E-05	3.27E-05	3.53E-06	1.81E-06	0	5.74E-06	5.61E-06	7.64E-06	0	2.96E-06	0	3.84E-06	4.16E-06	2.36E-06	5.47E-06	1.00E-05	4.32E-06	1.94E-06	4.40E-06	2.34E-06	3.44E-06	7.83E-06	0.000186267	0	4.17E-06	5.41E-06	4.09E-06	1.19E-05	6.74E-06	5.21E-06	6.50E-06	7.11E-06	4.95E-06	5.31E-06	5.11E-07	7.27E-06	0	0	3.93E-05	2.59E-05	3.67E-05	3.36E-05	2.98E-05	3.36E-05	7.85E-06	0	3.46E-05	3.78E-05
PWY66-389: phytol degradation|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation|unclassified	0	1.50E-05	1.97E-05	3.94E-05	5.66E-05	1.31E-05	2.08E-06	3.58E-05	1.14E-05	3.90E-05	1.84E-05	4.00E-05	2.27E-05	2.91E-05	1.67E-05	2.34E-05	3.26E-05	1.00E-05	3.24E-05	3.53E-06	1.81E-06	0	5.74E-06	5.61E-06	5.38E-06	0	2.96E-06	0	3.84E-06	4.16E-06	2.36E-06	5.47E-06	1.00E-05	4.32E-06	1.94E-06	4.40E-06	2.34E-06	3.44E-06	7.83E-06	6.73E-05	0	4.17E-06	5.41E-06	4.09E-06	1.19E-05	6.74E-06	5.21E-06	6.50E-06	7.11E-06	4.95E-06	5.31E-06	5.11E-07	7.27E-06	0	0	3.93E-05	2.59E-05	3.67E-05	3.29E-05	2.98E-05	3.36E-05	7.85E-06	0	3.46E-05	3.78E-05
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	8.19E-07	0	1.40E-06	3.48E-07	0	0	0	0	3.47E-06	0	4.50E-06	2.62E-06	6.51E-06	1.09E-06	0	0	0	0	5.98E-06	1.32E-06	0	4.74E-06	6.23E-06	5.09E-06	3.40E-06	0	1.45E-05	4.17E-06	7.26E-06	8.91E-06	6.11E-06	5.65E-06	4.33E-06	2.41E-06	1.40E-05	4.99E-06	6.06E-06	0	0.000193746	0	1.36E-06	1.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81E-06	0	0	0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)|unclassified	0	8.19E-07	0	1.39E-06	3.48E-07	0	0	0	0	3.47E-06	0	4.50E-06	2.62E-06	6.51E-06	1.08E-06	0	0	0	0	5.98E-06	1.32E-06	0	4.74E-06	6.23E-06	5.09E-06	3.40E-06	0	1.45E-05	4.17E-06	7.26E-06	8.91E-06	6.11E-06	5.65E-06	4.33E-06	2.41E-06	1.40E-05	4.99E-06	6.06E-06	0	1.27E-06	0	1.36E-06	1.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81E-06	0	0	0
PWY66-398: TCA cycle III (animals)	0	1.13E-05	4.97E-06	1.10E-05	9.44E-06	1.27E-05	0	7.39E-06	1.52E-05	1.48E-06	9.40E-06	0	1.21E-05	2.85E-06	5.63E-06	6.26E-06	6.48E-06	0	5.48E-06	0	0	0	0	0	0	0	4.62E-06	0	1.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.05E-06	6.50E-06	1.30E-05	9.32E-06	8.63E-06	8.89E-06	1.04E-05	5.90E-06	2.94E-06	7.00E-06	6.00E-06	5.22E-06	0	0	4.11E-06	0	6.24E-06	3.93E-06	6.93E-06	1.49E-06	5.73E-06	0	0	3.36E-06
PWY66-398: TCA cycle III (animals)|unclassified	0	1.13E-05	4.96E-06	1.10E-05	9.41E-06	1.27E-05	0	7.39E-06	1.52E-05	1.48E-06	9.39E-06	0	1.21E-05	2.85E-06	5.61E-06	6.26E-06	6.47E-06	0	5.48E-06	0	0	0	0	0	0	0	4.62E-06	0	1.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.05E-06	6.50E-06	1.30E-05	9.32E-06	8.63E-06	8.89E-06	1.04E-05	5.90E-06	2.94E-06	7.00E-06	6.00E-06	5.22E-06	0	0	4.11E-06	0	6.24E-06	3.93E-06	6.93E-06	1.49E-06	5.73E-06	0	0	3.36E-06
PWY66-399: gluconeogenesis III	0	4.36E-05	7.58E-05	7.70E-05	8.21E-05	5.04E-05	9.44E-06	5.15E-05	2.85E-05	9.97E-05	5.56E-05	8.51E-05	6.33E-05	8.83E-05	5.91E-05	7.00E-05	5.26E-05	5.38E-05	7.33E-05	2.22E-05	2.84E-05	0	2.05E-05	1.83E-05	1.60E-05	1.52E-05	1.84E-05	1.74E-05	1.94E-05	2.02E-05	3.17E-05	3.85E-05	4.55E-05	1.92E-05	4.29E-05	2.86E-05	3.31E-05	3.32E-05	3.31E-05	0	0	2.88E-06	4.86E-05	7.35E-05	4.37E-05	4.65E-05	3.85E-05	4.44E-05	3.81E-05	2.16E-05	4.73E-06	1.86E-05	4.00E-05	0	0	6.55E-05	4.96E-05	6.13E-05	5.55E-05	6.03E-05	6.77E-05	2.25E-05	0	7.12E-05	7.09E-05
PWY66-399: gluconeogenesis III|unclassified	0	4.35E-05	7.17E-05	6.52E-05	6.94E-05	4.45E-05	9.44E-06	5.15E-05	2.85E-05	9.97E-05	5.55E-05	8.51E-05	6.27E-05	8.82E-05	4.86E-05	6.27E-05	4.73E-05	4.56E-05	7.33E-05	2.22E-05	2.84E-05	0	2.05E-05	1.83E-05	1.60E-05	1.52E-05	1.84E-05	1.74E-05	1.94E-05	2.02E-05	3.17E-05	3.82E-05	4.54E-05	1.92E-05	4.29E-05	2.86E-05	3.31E-05	3.32E-05	3.31E-05	0	0	2.88E-06	4.86E-05	7.35E-05	4.37E-05	4.65E-05	3.85E-05	4.44E-05	3.81E-05	2.16E-05	4.73E-06	1.86E-05	4.00E-05	0	0	6.55E-05	4.96E-05	6.13E-05	5.55E-05	6.03E-05	6.77E-05	2.25E-05	0	7.12E-05	7.08E-05
PWY66-409: superpathway of purine nucleotide salvage	0	4.73E-05	5.58E-05	0.000104926	0.000122764	5.36E-05	0	7.52E-05	3.42E-05	0.000112988	3.95E-05	0.000149902	7.26E-05	0.000108267	5.67E-05	0.000167328	0.000135843	0.000142134	0.000134185	3.67E-05	5.22E-05	2.85E-05	0	1.14E-05	1.52E-05	5.32E-06	2.16E-05	3.42E-05	2.12E-05	2.12E-05	1.30E-05	3.16E-05	4.62E-05	9.50E-06	3.08E-05	3.14E-05	2.59E-05	1.68E-05	3.72E-05	0.000292367	0	3.12E-05	6.11E-05	4.97E-05	5.82E-05	6.16E-05	6.18E-05	6.42E-05	6.39E-05	4.17E-05	5.36E-05	6.98E-05	5.28E-05	0	0	0.000132733	0.000111567	0.000114114	9.65E-05	0.000147581	0.000143477	1.39E-05	0	0.00015442	0.000159792
PWY66-409: superpathway of purine nucleotide salvage|unclassified	0	4.73E-05	5.52E-05	0.000101678	0.000118625	5.31E-05	0	7.52E-05	3.42E-05	0.000112983	3.82E-05	0.000149902	7.20E-05	0.000108228	5.52E-05	0.000164694	0.000133933	0.000139813	0.000134162	3.67E-05	5.22E-05	2.85E-05	0	1.14E-05	1.52E-05	5.32E-06	2.16E-05	3.42E-05	2.12E-05	2.12E-05	1.30E-05	3.12E-05	4.61E-05	9.50E-06	3.08E-05	3.14E-05	2.59E-05	1.68E-05	3.72E-05	0.000161437	0	3.12E-05	6.11E-05	4.97E-05	5.82E-05	6.16E-05	6.18E-05	6.42E-05	6.39E-05	4.17E-05	5.36E-05	6.98E-05	5.28E-05	0	0	0.000132733	0.000111567	0.000114102	9.65E-05	0.000147568	0.000143466	1.39E-05	0	0.00015442	0.000159784
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0	6.55E-05	0.000120538	0.000125318	0.00011909	9.12E-05	0	8.80E-05	5.27E-05	0.00015332	6.53E-05	0.000134206	0.00010754	0.000142541	0.000106679	0.00013452	0.000123031	0.000154212	0.000102815	6.91E-05	0.000111738	6.42E-05	4.94E-05	3.61E-05	3.19E-05	2.73E-05	5.53E-05	5.58E-05	4.14E-05	6.86E-05	4.25E-05	7.39E-05	0.000132656	0.000144475	7.49E-05	6.02E-05	4.15E-05	8.15E-05	4.89E-05	0.000380551	0	0.000345892	0.000222151	0.000241729	0.000182839	0.000166685	0.000163201	0.000183533	0.000267514	0.000368324	0.000363249	0.000161364	0.000142931	0	0	7.91E-05	8.25E-05	8.46E-05	8.47E-05	0.000137663	0.000144523	7.14E-05	1.71E-05	0.000164255	0.000182292
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	2.98E-06	6.78E-06	8.00E-06	2.11E-06	0	0	0	0	0	0	0	0	5.26E-06	0	1.49E-06	2.33E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Microcoleus.s__Microcoleus_vaginatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33E-07	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Nostoc.s__Nostoc_commune	0	0	0	0	0	0	0	0	0	0	2.27E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Nostoc.s__Nostoc_flagelliforme	0	0	0	0	0	0	0	0	0	0	1.92E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified	0	6.54E-05	0.000117285	0.000118149	0.000110189	8.90E-05	0	8.77E-05	5.27E-05	0.000153262	6.48E-05	0.000134206	0.000107322	0.000142458	0.000101311	0.000132526	0.000120911	0.000151314	0.000102566	6.91E-05	0.000111738	6.42E-05	4.94E-05	3.61E-05	3.19E-05	2.73E-05	5.53E-05	5.58E-05	4.14E-05	6.86E-05	4.25E-05	6.99E-05	0.000131769	0.000144475	7.49E-05	6.02E-05	4.15E-05	8.15E-05	4.89E-05	0.000202222	0	0.000345892	0.000222151	0.00024146	0.000182839	0.000166588	0.00016308	0.00018342	0.000267514	0.000368324	0.000363249	0.000161364	0.000142141	0	0	7.91E-05	8.25E-05	8.46E-05	8.46E-05	0.00013758	0.000144403	7.10E-05	1.71E-05	0.000164255	0.000182183
PWY66-430: myristate biosynthesis (mitochondria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-430: myristate biosynthesis (mitochondria)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0	1.15E-06	9.88E-06	1.46E-05	2.01E-05	0	0	1.31E-05	0	5.58E-06	3.53E-06	6.61E-06	2.32E-06	1.95E-06	5.87E-06	5.98E-06	1.41E-06	4.81E-06	0	0	0	0	0	0	0	0	6.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.26E-05	0	1.12E-06	0	0	1.66E-06	0	0	0	0	0	0	0	7.18E-07	0	0	0	0	0	0	4.43E-06	2.95E-06	0	0	2.20E-06	4.51E-06
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)|unclassified	0	1.15E-06	9.86E-06	1.46E-05	2.00E-05	0	0	1.31E-05	0	5.58E-06	3.52E-06	6.61E-06	1.77E-06	1.95E-06	5.84E-06	5.98E-06	1.41E-06	4.81E-06	0	0	0	0	0	0	0	0	6.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12E-06	0	0	1.66E-06	0	0	0	0	0	0	0	7.18E-07	0	0	0	0	0	0	4.43E-06	2.95E-06	0	0	2.20E-06	4.51E-06
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0	3.45E-05	5.61E-05	6.54E-05	6.17E-05	4.03E-05	4.67E-06	4.72E-05	3.09E-05	9.40E-05	3.26E-05	0.000109115	5.05E-05	0.000107085	4.79E-05	8.17E-05	7.30E-05	8.88E-05	7.26E-05	4.82E-05	7.97E-05	4.41E-05	2.58E-05	1.69E-05	1.60E-05	2.38E-05	3.93E-05	4.39E-05	2.91E-05	5.22E-05	3.51E-05	5.13E-05	8.03E-05	9.05E-05	6.63E-05	3.49E-05	3.27E-05	5.41E-05	3.55E-05	0.000238078	0	9.63E-05	6.49E-05	7.63E-05	6.23E-05	5.57E-05	5.75E-05	4.48E-05	7.14E-05	9.48E-05	9.19E-05	4.32E-05	4.97E-05	0	0	5.29E-05	5.60E-05	5.25E-05	5.49E-05	7.77E-05	8.21E-05	4.30E-05	1.67E-05	7.67E-05	8.21E-05
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Limnoraphis.s__Limnoraphis_robusta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Nostoc.s__Nostoc_commune	0	0	0	0	0	0	0	0	0	0	1.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Nostoc.s__Nostoc_flagelliforme	0	0	0	0	0	0	0	0	0	0	2.78E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|unclassified	0	3.45E-05	5.47E-05	6.32E-05	5.97E-05	4.02E-05	4.67E-06	4.72E-05	3.09E-05	9.40E-05	3.23E-05	0.000109115	5.05E-05	0.000107085	4.56E-05	8.12E-05	7.27E-05	8.77E-05	7.26E-05	4.82E-05	7.97E-05	4.41E-05	2.58E-05	1.69E-05	1.60E-05	2.38E-05	3.93E-05	4.39E-05	2.91E-05	5.22E-05	3.51E-05	4.87E-05	8.01E-05	9.05E-05	6.63E-05	3.49E-05	3.27E-05	5.41E-05	3.55E-05	0.000169845	0	9.63E-05	6.49E-05	7.63E-05	6.23E-05	5.57E-05	5.75E-05	4.48E-05	7.14E-05	9.48E-05	9.19E-05	4.32E-05	4.96E-05	0	0	5.29E-05	5.60E-05	5.25E-05	5.49E-05	7.77E-05	8.21E-05	4.30E-05	1.67E-05	7.67E-05	8.21E-05
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0	0	0	8.52E-06	0	0	0	0	0	4.44E-05	8.27E-06	1.71E-05	1.22E-05	2.18E-05	0	1.35E-05	2.29E-05	0	0	2.58E-06	0	0	0	0	0	0	4.52E-06	0	6.49E-06	6.76E-06	0	7.09E-06	2.15E-05	0	3.41E-06	6.46E-06	5.51E-06	8.90E-06	8.91E-06	0.000201581	0	6.29E-06	0	0	0	0	0	0	0	9.85E-06	1.66E-05	0	0	0	0	1.68E-05	2.21E-05	2.12E-05	3.00E-05	0	0	1.16E-05	0	0	0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	2.03E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	0	0	0	8.31E-06	0	0	0	0	0	4.44E-05	8.24E-06	1.71E-05	9.32E-06	2.18E-05	0	1.33E-05	2.24E-05	0	0	2.58E-06	0	0	0	0	0	0	4.52E-06	0	6.49E-06	6.76E-06	0	6.99E-06	2.05E-05	0	3.41E-06	6.46E-06	5.51E-06	8.90E-06	8.91E-06	0.000160888	0	6.29E-06	0	0	0	0	0	0	0	9.85E-06	1.66E-05	0	0	0	0	1.68E-05	2.21E-05	2.12E-05	3.00E-05	0	0	1.16E-05	0	0	0
REDCITCYC: TCA cycle VI (Helicobacter)	0	1.74E-05	2.01E-05	4.34E-05	3.87E-05	1.67E-05	0	2.78E-05	1.23E-05	5.00E-05	2.42E-05	5.73E-05	2.42E-05	3.27E-05	9.13E-06	2.19E-05	2.34E-05	1.91E-05	3.26E-05	1.14E-05	8.07E-06	2.29E-06	5.67E-06	1.14E-05	7.91E-06	3.82E-06	1.30E-05	1.10E-05	9.76E-06	1.95E-05	7.55E-06	1.52E-05	6.78E-06	1.73E-06	1.43E-05	9.64E-06	1.77E-05	2.12E-05	1.22E-05	6.76E-05	0	1.38E-05	1.34E-05	9.07E-06	1.50E-05	2.09E-05	2.01E-05	1.73E-05	4.09E-06	1.16E-05	9.66E-06	4.86E-06	1.14E-05	0	0	3.35E-05	2.25E-05	2.90E-05	2.80E-05	4.19E-05	4.09E-05	6.89E-06	0	4.24E-05	4.16E-05
REDCITCYC: TCA cycle VI (Helicobacter)|unclassified	0	1.71E-05	2.00E-05	4.09E-05	3.67E-05	1.63E-05	0	2.78E-05	1.23E-05	5.00E-05	2.32E-05	5.73E-05	2.20E-05	3.27E-05	8.94E-06	2.16E-05	2.34E-05	1.85E-05	3.26E-05	1.14E-05	8.07E-06	2.29E-06	5.67E-06	1.14E-05	7.91E-06	3.82E-06	1.30E-05	1.10E-05	9.76E-06	1.95E-05	7.55E-06	1.52E-05	6.78E-06	1.73E-06	1.43E-05	9.64E-06	1.77E-05	2.12E-05	1.22E-05	4.52E-05	0	1.38E-05	1.34E-05	9.07E-06	1.50E-05	2.09E-05	2.01E-05	1.73E-05	4.09E-06	1.16E-05	9.66E-06	4.86E-06	1.14E-05	0	0	3.35E-05	2.25E-05	2.90E-05	2.80E-05	4.19E-05	4.09E-05	6.89E-06	0	4.24E-05	4.16E-05
RHAMCAT-PWY: L-rhamnose degradation I	0	2.16E-06	8.10E-07	6.21E-06	1.55E-06	4.01E-06	0	0	5.54E-06	6.70E-06	2.37E-06	5.76E-06	3.48E-06	8.66E-06	0	5.83E-07	0	1.54E-06	0	3.60E-06	1.05E-05	4.68E-06	9.64E-07	0	0	1.68E-06	3.40E-06	5.29E-06	5.05E-06	2.81E-06	4.37E-06	2.15E-06	4.16E-06	2.29E-06	7.72E-06	3.25E-06	2.31E-06	3.59E-06	2.50E-06	0.000227768	0	0	0	0	0	1.15E-06	0	1.41E-06	1.30E-06	0	0	0	2.25E-06	0	0	8.26E-06	9.36E-06	6.84E-06	8.55E-06	2.38E-06	2.66E-06	2.65E-06	0	4.08E-06	4.04E-06
RHAMCAT-PWY: L-rhamnose degradation I|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	0	2.16E-06	8.10E-07	6.21E-06	1.55E-06	4.01E-06	0	0	5.54E-06	6.70E-06	2.37E-06	5.76E-06	3.48E-06	8.66E-06	0	5.83E-07	0	1.54E-06	0	3.60E-06	1.05E-05	4.68E-06	9.64E-07	0	0	1.68E-06	3.40E-06	5.29E-06	5.05E-06	2.81E-06	4.37E-06	2.15E-06	4.16E-06	2.29E-06	7.72E-06	3.25E-06	2.31E-06	3.59E-06	2.50E-06	0.000167853	0	0	0	0	0	1.15E-06	0	1.41E-06	1.30E-06	0	0	0	2.25E-06	0	0	8.26E-06	9.36E-06	6.84E-06	8.55E-06	2.38E-06	2.66E-06	2.65E-06	0	4.08E-06	4.04E-06
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0	2.30E-05	3.87E-05	5.96E-05	5.70E-05	2.52E-05	0	4.42E-05	1.49E-05	6.83E-05	2.06E-05	6.79E-05	3.71E-05	7.16E-05	2.48E-05	1.81E-05	1.79E-05	2.26E-05	1.77E-05	4.61E-05	3.70E-05	3.06E-05	2.14E-05	1.92E-05	1.15E-05	1.97E-05	3.54E-05	2.63E-05	3.11E-05	4.82E-05	2.64E-05	4.49E-05	6.74E-05	3.12E-05	5.20E-05	2.75E-05	3.29E-05	5.31E-05	2.68E-05	0.000166249	0	3.55E-06	1.39E-05	1.03E-05	2.10E-05	1.85E-06	3.44E-06	9.69E-06	7.56E-06	9.39E-06	2.58E-06	0	1.12E-05	0	0	4.03E-05	5.28E-05	4.64E-05	4.72E-05	1.99E-05	1.88E-05	1.48E-05	0	1.74E-05	1.81E-05
